0	7	7	7	7	7	7	7
0	5	0	8	16	15	1	12
0	13	4	6	3	9	15	1
0	16	5	3	10	4	9	11
1	4	17	7	15	14	0	11
0	15	4	2	9	3	8	10
0	6	6	6	6	6	6	6
0	12	3	5	2	8	14	0
1	14	9	17	7	6	10	3
0	7	14	12	1	13	0	2
0	4	13	15	12	0	6	10
0	16	16	16	16	16	16	16
1	5	14	16	13	1	7	11
0	15	10	0	8	7	11	4
0	8	15	13	2	14	1	3
0	17	17	17	17	17	17	17
1	7	16	0	15	3	9	13
1	10	17	15	4	16	3	5
1	1	1	1	1	1	1	1
1	17	12	2	10	9	13	6
1	2	15	5	13	12	16	9
1	4	4	4	4	4	4	4
1	13	2	0	7	1	6	8
1	10	1	3	0	6	12	16
1	8	17	1	16	4	10	14
1	11	0	16	5	17	4	6
1	2	2	2	2	2	2	2
1	0	13	3	11	10	14	7
1	10	5	13	3	2	6	17
1	12	12	12	12	12	12	12
1	0	9	11	8	14	2	6
1	3	10	8	15	9	14	16
1	5	5	5	5	5	5	5
1	3	16	6	14	13	17	10
1	14	3	1	8	2	7	9
1	11	2	4	1	7	13	17
1	4	11	9	16	10	15	17
1	13	13	13	13	13	13	13
1	11	6	14	4	3	7	0
1	1	10	12	9	15	3	7
1	8	8	8	8	8	8	8
1	6	1	9	17	16	2	13
1	14	5	7	4	10	16	2
1	17	6	4	11	5	10	12
1	15	15	15	15	15	15	15
1	6	13	11	0	12	17	1
1	13	8	16	6	5	9	2
1	3	12	14	11	17	5	9
1	7	2	10	0	17	3	14
1	9	9	9	9	9	9	9
1	0	7	5	12	6	11	13
1	15	6	8	5	11	17	3
1	9	4	12	2	1	5	16
1	17	8	10	7	13	1	5
1	2	9	7	14	8	13	15
1	11	11	11	11	11	11	11
1	16	7	9	6	12	0	4
1	8	3	11	1	0	4	15
1	1	8	6	13	7	12	14
1	10	10	10	10	10	10	10
1	12	7	15	5	4	8	1
1	14	14	14	14	14	14	14
1	2	11	13	10	16	4	8
1	5	12	10	17	11	16	0
1	3	3	3	3	3	3	3
1	12	1	17	6	0	5	7
1	9	0	2	17	5	11	15
1	1	14	4	12	11	15	8
1	16	11	1	9	8	12	5
1	0	0	0	0	0	0	0
1	9	16	14	3	15	2	4
1	6	15	17	14	2	8	12
